1.862869	?	?	?	?	?	
1.804319	?	?	?	?	?	
1.908384	2.690937	?	?	?	?	
1.889379	2.577794	?	?	?	?	
2.000394	2.530353	3.399219	?	?	?	
1.990684	2.768860	3.270814	?	?	?	
1.995197	2.727096	3.174862	?	?	?	
1.987071	2.698868	3.095873	?	?	?	
2.077486	2.962419	3.522966	?	?	?	
2.088741	2.910955	3.485448	3.610323	?	?	
2.073540	2.927833	3.463924	3.599578	?	?	
2.097934	2.928683	3.458100	4.227854	?	?	
2.193282	2.909570	3.824734	4.154215	?	?	
2.187977	2.912599	3.772400	4.110979	?	?	
2.206032	3.079048	3.777621	4.155436	?	?	
2.204157	3.042041	3.764316	4.142752	?	?	
2.295182	3.080910	3.789822	4.623711	?	?	
2.252967	3.058852	3.786480	4.545923	4.549253	?	
2.271137	3.073756	3.765439	4.519895	4.604911	?	
2.260006	3.038849	3.706940	4.466383	4.544004	?	
2.371103	3.251124	4.007117	4.463219	5.266723	?	
2.374119	3.273894	3.993756	4.529132	5.141161	?	
2.386227	3.245998	3.992385	4.502721	5.135742	?	
2.459466	3.294412	3.983277	4.494304	5.119171	?	
2.489038	3.270381	3.961851	4.540994	5.179930	?	
2.485737	3.281572	3.969497	4.474095	5.174777	?	
2.523214	3.334334	4.000634	4.821672	5.211486	5.634367	
2.517562	3.363755	4.010595	4.722133	5.188753	5.346371	
2.546844	3.372959	4.229531	4.762167	5.199839	5.675767	
2.586979	3.324786	4.225833	4.744699	5.158492	5.691303	
2.569913	3.371223	4.178406	5.031116	5.290887	5.619001	
2.552057	3.362518	4.214650	5.040685	5.149957	5.715885	
2.619316	3.508062	4.260840	5.143882	5.528180	5.683141	
2.591573	3.482547	4.221648	5.193585	5.466299	5.742387	
2.591869	3.448937	4.257794	5.136363	5.474909	5.697343	
2.596572	3.437019	4.271996	5.131572	5.451394	5.667343	
2.618150	3.483400	4.317437	5.460763	5.393707	5.763902	
2.595781	3.439449	4.331672	5.469935	5.403227	5.845588	
2.636330	3.734386	4.368604	5.472177	5.633466	6.116399	
2.606435	3.785810	4.324412	5.390029	5.604402	5.952439	
2.643318	3.711175	4.348502	5.435404	5.548705	6.081210	
2.546101	3.776824	4.360177	5.502552	5.544086	6.130678	
2.495285	3.749989	4.377675	5.556658	5.695166	6.051469	
2.510178	3.756664	4.690967	5.454977	5.476723	5.975698	
2.525739	3.854513	4.805086	5.528821	5.772918	6.209338	
2.371989	3.805544	4.772922	5.542015	5.893859	6.282867	
