1.5	5.5
1.5	50.0

1.5 5.5
2.5 5.5

2.5	5.5
2.5	14.5

2.5 14.5
3.5 14.5

3.5 14.5
3.5 33.5

3.5 33.5
4.5 33.5

4.5 33.5
4.5 50.0

