1.5	4.5
1.5	50.0

1.5 4.5
2.5 4.5

2.5	4.5
2.5	11.5

2.5 11.5
3.5 11.5

3.5 11.5
3.5 19.5

3.5 19.5
4.5 19.5

4.5 19.5
4.5 31.5

4.5 31.5
5.5 31.5

5.5 31.5
5.5 50.0

