1.5	5.5
1.5	50.0

1.5 5.5
2.5 5.5

2.5	5.5
2.5	12.5

2.5 12.5
3.5 12.5

3.5 12.5
3.5 24.5

3.5 24.5
4.5 24.5

4.5 24.5
4.5 50.0

