1.859396	?	?	?	?	?	
1.803542	?	?	?	?	?	
1.910435	2.669197	?	?	?	?	
1.885381	2.517711	?	?	?	?	
2.010648	2.512018	3.267498	?	?	?	
1.999707	2.755224	3.196433	?	?	?	
1.997859	2.732961	3.030518	?	?	?	
1.994823	2.704700	2.875465	?	?	?	
2.092562	2.955579	3.428460	?	?	?	
2.089514	2.937715	3.448743	?	?	?	
2.102527	2.917140	3.439471	?	?	?	
2.092827	2.960411	3.411231	4.148496	?	?	
2.217617	2.952948	3.849343	4.041315	?	?	
2.189484	2.943861	3.789510	3.884812	?	?	
2.214750	3.142189	3.785580	4.074546	?	?	
2.212406	3.121090	3.771246	3.868550	?	?	
2.274591	3.105439	3.803820	4.607522	?	?	
2.287118	3.135704	3.840868	4.550977	?	?	
2.298394	3.127522	3.807764	4.476216	?	?	
2.278725	3.109532	3.826586	4.491893	4.076229	?	
2.384707	3.320611	4.138384	4.611355	5.186257	?	
2.370903	3.323867	4.107991	4.560820	4.917933	?	
2.345489	3.312889	4.063237	4.588150	4.978573	?	
2.379330	3.349336	4.057215	4.540719	4.933376	?	
2.392847	3.294677	4.150137	4.567400	5.085073	5.256006	
2.380855	3.362960	4.052210	4.593196	5.071599	5.167613	
2.386029	3.464828	4.183526	4.869988	5.273298	5.105070	
2.395092	3.393483	4.144609	4.911702	5.174214	4.457257	
2.454041	3.458406	4.370894	4.871982	5.289328	4.907054	
2.495352	3.443783	4.342755	4.893387	5.201049	4.963855	
2.538495	3.437420	4.362456	4.793993	5.121650	4.568890	
2.510629	3.456746	4.361292	4.945038	5.297738	5.326727	
2.537557	3.597168	4.439693	5.037353	5.648526	5.336987	
2.545946	3.630678	4.372243	4.987830	5.513985	5.381969	
2.517941	3.576472	4.365419	5.043018	5.493656	5.215023	
2.548591	3.559103	4.278559	5.048624	5.574840	5.236349	
2.576495	3.569485	4.549369	5.168257	5.475030	5.547545	
2.589952	3.605350	4.654984	5.232368	5.523248	5.403370	
2.554996	3.630046	4.592719	5.294959	5.846703	5.566605	
2.566415	3.635114	4.497166	5.355327	5.827589	5.339857	
2.571328	3.638315	4.625810	5.336859	5.809316	5.556873	
2.525976	3.882385	4.738017	5.260238	5.621671	5.646604	
2.539530	3.844223	4.635163	5.313573	5.645432	5.375024	
2.482091	3.904034	4.563030	5.323023	5.529514	5.690598	
2.546100	3.902392	4.741901	5.352961	5.867129	5.578037	
2.510139	3.915262	4.817813	5.455296	5.802209	5.671042	
