16	4.224826
17	4.160612
18	4.105633
19	4.148954
20	4.142752
21	4.623711
22	4.545923
23	4.519895
24	4.466383
25	4.463219
26	4.529132
27	4.502721
28	4.494304
29	4.540994
30	4.474095
31	4.821672
32	4.722133
33	4.762167
34	4.744699
35	5.031116
36	5.040685
37	5.143882
38	5.193585
39	5.136363
40	5.131572
41	5.460763
42	5.469935
43	5.472177
44	5.390029
45	5.435404
46	5.502552
47	5.556658
48	5.454977
49	5.528821
50	5.542015
51	5.763376
52	5.669951
53	5.722626
54	5.671961
55	5.727002
56	5.668165
57	5.650229
58	5.760184
59	5.710246
60	5.781441
61	5.799852
62	5.961088
63	5.856743
64	5.786701
65	5.884243
66	5.844389
67	5.932211
68	5.957722
69	5.809568
70	5.873105
71	5.887833
72	5.982061
73	5.958338
74	6.013724
75	5.943583
76	6.066660
77	5.942142
78	6.018419
79	5.934253
80	6.053354
81	6.078530
82	6.020025
83	6.176170
84	6.059628
85	6.011435
86	6.142035
87	6.143813
88	6.132869
89	6.179915
90	6.199164
91	6.163316
92	6.019330
93	6.292805
94	6.256627
95	6.110210
96	6.044459
97	6.189381
98	6.214066
99	6.147044
100	6.117567
