7	2.690937
8	2.577794
9	2.530353
10	2.768860
11	2.727096
12	2.698868
13	2.962419
14	2.910955
15	2.927833
16	2.928683
17	2.909570
18	2.912599
19	3.079048
20	3.042041
21	3.080910
22	3.058852
23	3.073756
24	3.038849
25	3.251124
26	3.273894
27	3.245998
28	3.294412
29	3.270381
30	3.281572
31	3.334334
32	3.363755
33	3.372959
34	3.324786
35	3.371223
36	3.362518
37	3.508062
38	3.482547
39	3.448937
40	3.437019
41	3.483400
42	3.439449
43	3.734386
44	3.785810
45	3.711175
46	3.776824
47	3.749989
48	3.756664
49	3.854513
50	3.805544
51	4.005248
52	4.053607
53	3.983537
54	3.992060
55	4.092184
56	4.065386
57	4.068528
58	4.021324
59	4.074553
60	4.063694
61	4.151894
62	4.118173
63	4.186482
64	4.165510
65	4.092812
66	4.235522
67	4.103945
68	4.199557
69	4.227999
70	4.165799
71	4.224014
72	4.122110
73	4.360066
74	4.297735
75	4.255406
76	4.241041
77	4.265022
78	4.123615
79	4.197810
80	4.259271
81	4.274280
82	4.356239
83	4.239853
84	4.280202
85	4.316119
86	4.374928
87	4.227558
88	4.359955
89	4.316860
90	4.356627
91	4.294191
92	4.309872
93	4.390638
94	4.217098
95	4.282069
96	4.375921
97	4.314246
98	4.195920
99	4.458094
100	4.242993
