7	0.164313
8	0.146419
9	0.135012
10	0.267090
11	0.247313
12	0.229901
13	0.320639
14	0.304649
15	0.290719
16	0.336241
17	0.324692
18	0.310600
19	0.348155
20	0.335826
21	0.331459
22	0.346862
23	0.336446
24	0.327566
25	0.351371
26	0.344189
27	0.334306
28	0.343036
29	0.334458
30	0.335367
31	0.342908
32	0.338016
33	0.337597
34	0.334692
35	0.333344
36	0.330112
37	0.336097
38	0.333560
39	0.327941
40	0.330365
41	0.331991
42	0.325956
43	0.333538
44	0.328272
45	0.326498
46	0.331733
47	0.328083
48	0.321302
49	0.326189
50	0.329245
51	0.323276
52	0.325989
53	0.327299
54	0.321649
55	0.324507
56	0.322656
57	0.323762
58	0.325626
59	0.320215
60	0.320055
61	0.322119
62	0.319904
63	0.316196
64	0.315869
65	0.319205
66	0.313799
67	0.318479
68	0.308799
69	0.311678
70	0.313453
71	0.312304
72	0.310631
73	0.312630
74	0.308930
75	0.310084
76	0.311002
77	0.310589
78	0.310163
79	0.304383
80	0.307840
81	0.307148
82	0.299175
83	0.303985
84	0.305860
85	0.303014
86	0.302023
87	0.301228
88	0.298745
89	0.302170
90	0.300389
91	0.299074
92	0.299325
93	0.291458
94	0.294556
95	0.298924
96	0.294390
97	0.296470
98	0.300008
99	0.289574
100	0.297135
